area,title,link,employer_name,employer_link,employer_img,respond_link,salary
Новосибирск,Косметолог,https://nn.hh.ru/vacancy/73920828,Preslife (ИП Бручиков Анатолий Иванович),https://nn.hh.ru/employer/9304667,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73920828&hhtmFrom=vacancy_search_list,от 30 000 руб.
Новосибирск,"Хостес в бар RESPUBLICA (Ленина, 6)",https://nn.hh.ru/vacancy/74170017,RESPUBLICA,https://nn.hh.ru/employer/4469149,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74170017&hhtmFrom=vacancy_search_list,от 30 000 руб.
Новосибирск,Администратор в студию лазерной эпиляции,https://nn.hh.ru/vacancy/74924549,ИП Лихачев Андрей Игоревич,https://nn.hh.ru/employer/3735600,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74924549&hhtmFrom=vacancy_search_list,36 000 – 50 000 руб.
Новосибирск,Педагог-психолог,https://nn.hh.ru/vacancy/74804592,Частная школа для особенных детей Феникс,https://nn.hh.ru/employer/9091616,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74804592&hhtmFrom=vacancy_search_list,от 30 000 руб.
Новосибирск,Оператор пульта управления-диспетчер,https://nn.hh.ru/vacancy/73512410,Государственное казенное учреждение Новосибирской области Центр занятости населения города Новосибирска (ГКУ НСО ЦЗН г.Новосибирска).,https://nn.hh.ru/employer/2432315,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73512410&hhtmFrom=vacancy_search_list,27 500 – 28 500 руб.
Новосибирск,Аналитик Маркетплейсов,https://nn.hh.ru/vacancy/74952236,ИП Аксентиев Сергей Евгеньевич,https://nn.hh.ru/employer/9444660,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74952236&hhtmFrom=vacancy_search_list,90 000 – 120 000 руб.
Новосибирск,Юрисконсульт,https://nn.hh.ru/vacancy/74814921,ИТЕКО,https://nn.hh.ru/employer/60377,https://img.hhcdn.ru/employer-logo/4123277.png,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74814921&hhtmFrom=vacancy_search_list,57 500 – 57 500 руб.
Новосибирск,Администратор,https://nn.hh.ru/vacancy/73816885,Мастерская знаний Today,https://nn.hh.ru/employer/6080792,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73816885&hhtmFrom=vacancy_search_list,
Новосибирск,Амбассадор CHIPS,https://nn.hh.ru/vacancy/72191488,ООО ЕСН,https://nn.hh.ru/employer/5344539,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=72191488&hhtmFrom=vacancy_search_list,до 60 000 руб.
Новосибирск,Заправщик каршеринга,https://nn.hh.ru/vacancy/74328484,Делимобиль,https://nn.hh.ru/employer/3233751,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74328484&hhtmFrom=vacancy_search_list,от 35 000 руб.
Новосибирск,Менеджер смены,https://nn.hh.ru/vacancy/73445176,No Spicy Please,https://nn.hh.ru/employer/4071098,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73445176&hhtmFrom=vacancy_search_list,от 35 000 руб.
Новосибирск,Маркетолог/Менеджер маркетплейс Wildberries (Вайлдбериз),https://nn.hh.ru/vacancy/74234253,ООО СТРОЙПРОСПЕКТ,https://nn.hh.ru/employer/2918093,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74234253&hhtmFrom=vacancy_search_list,30 000 – 60 000 руб.
Новосибирск,"Системный администратор, удаленно",https://nn.hh.ru/vacancy/74183319,ООО Консоль,https://nn.hh.ru/employer/3727087,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74183319&hhtmFrom=vacancy_search_list,от 40 000 руб.
Новосибирск,Рабочий по заправке фреона,https://nn.hh.ru/vacancy/74433291,Кадровая компания Вераль,https://nn.hh.ru/employer/5288296,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74433291&hhtmFrom=vacancy_search_list,60 000 – 110 000 руб.
Новосибирск,Администратор студии детских праздников,https://nn.hh.ru/vacancy/74184297,ИП Симаков Антон Сергеевич,https://nn.hh.ru/employer/5905180,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74184297&hhtmFrom=vacancy_search_list,от 30 000 руб.
Новосибирск,Администратор в школу вокала,https://nn.hh.ru/vacancy/74292252,Школа вокала ФаСоль (Ашарин Алексей Сергеевич),https://nn.hh.ru/employer/9290380,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74292252&hhtmFrom=vacancy_search_list,24 000 – 35 000 руб.
Новосибирск,Разнорабочий,https://nn.hh.ru/vacancy/73849225,ООО Трудовые ресурсы,https://nn.hh.ru/employer/2906379,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73849225&hhtmFrom=vacancy_search_list,от 70 000 руб.
Новосибирск,Диспетчер доставки,https://nn.hh.ru/vacancy/73921671,ООО RBT.ru,https://nn.hh.ru/employer/49105,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73921671&hhtmFrom=vacancy_search_list,40 000 – 40 000 руб.
Новосибирск,Педагог-психолог,https://nn.hh.ru/vacancy/75038468,ООО Центр Результат,https://nn.hh.ru/employer/3966095,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75038468&hhtmFrom=vacancy_search_list,25 000 – 35 000 руб.
Новосибирск,Офис-менеджер,https://nn.hh.ru/vacancy/75055730,ООО Тимфорс-Развитие,https://nn.hh.ru/employer/3806877,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75055730&hhtmFrom=vacancy_search_list,от 40 000 руб.
Новосибирск,Специалист по логистике,https://nn.hh.ru/vacancy/74267295,ООО БСТ,https://nn.hh.ru/employer/9439013,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74267295&hhtmFrom=vacancy_search_list,от 50 000 руб.
Новосибирск,Сотрудник стола информации (ТЦ Мега),https://nn.hh.ru/vacancy/73762968,Savant Solution Creative,https://nn.hh.ru/employer/5485043,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73762968&hhtmFrom=vacancy_search_list,23 000 – 25 000 руб.
