area,title,link,employer_name,employer_link,employer_img,respond_link,salary
Санкт-Петербург,Специалист Службы информационной поддержки,https://nn.hh.ru/vacancy/73020714,СПб ГУП «АТС Смольного»,https://nn.hh.ru/employer/152274,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73020714&hhtmFrom=vacancy_search_list,от 66 000 руб.
Санкт-Петербург,Менеджер магазина видеоигр PiterPlay,https://nn.hh.ru/vacancy/74813018,Смогус & PiterPlay,https://nn.hh.ru/employer/3403496,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74813018&hhtmFrom=vacancy_search_list,30 000 – 35 000 руб.
Санкт-Петербург,Воспитатель/помощник воспитателя в частный детский сад,https://nn.hh.ru/vacancy/73480446,Детский центр Будильник,https://nn.hh.ru/employer/5916405,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73480446&hhtmFrom=vacancy_search_list,40 000 – 90 000 руб.
Санкт-Петербург,Механик (выпуск техники)/Механик по выпуску техники на линию,https://nn.hh.ru/vacancy/75175401,ОАО Балтийский судомеханический завод,https://nn.hh.ru/employer/9282933,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75175401&hhtmFrom=vacancy_search_list,70 000 – 70 000 руб.
Санкт-Петербург,Няня,https://nn.hh.ru/vacancy/73735313,Толина Елена,https://nn.hh.ru/employer/4724800,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73735313&hhtmFrom=vacancy_search_list,от 200 000 руб.
Санкт-Петербург,Помощник на Авторазбор,https://nn.hh.ru/vacancy/75114957,AutoParts98 (ИП Харлан Андрей Геннадьевич),https://nn.hh.ru/employer/4432055,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=75114957&hhtmFrom=vacancy_search_list,50 000 – 65 000 руб.
Санкт-Петербург,Кассир билетный на железнодорожном транспорте,https://nn.hh.ru/vacancy/74265725,Северо-Западная пригородная пассажирская компания,https://nn.hh.ru/employer/217781,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74265725&hhtmFrom=vacancy_search_list,от 38 000 руб.
Санкт-Петербург,Менеджер по работе с клиентами,https://nn.hh.ru/vacancy/73202125,ООО ХЕЛПТАЙМ,https://nn.hh.ru/employer/4423932,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73202125&hhtmFrom=vacancy_search_list,60 000 – 100 000 руб.
Санкт-Петербург,Водитель на грузовик категории В,https://nn.hh.ru/vacancy/74064604,ООО Техтранс,https://nn.hh.ru/employer/4135214,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74064604&hhtmFrom=vacancy_search_list,70 000 – 90 000 руб.
Санкт-Петербург,Офис-менеджер,https://nn.hh.ru/vacancy/73189515,Агентство недвижимости Maximus,https://nn.hh.ru/employer/5270767,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73189515&hhtmFrom=vacancy_search_list,68 200 – 75 500 руб.
Санкт-Петербург,Администратор в школу музыки,https://nn.hh.ru/vacancy/73710687,Школа музыки MusicLIFE,https://nn.hh.ru/employer/4426734,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=73710687&hhtmFrom=vacancy_search_list,45 000 – 55 000 руб.
Санкт-Петербург,Специалист по записи клиентов на сервис,https://nn.hh.ru/vacancy/74038234,АВТОПОЛЕ,https://nn.hh.ru/employer/50773,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74038234&hhtmFrom=vacancy_search_list,65 000 – 100 000 руб.
Санкт-Петербург,Массажист,https://nn.hh.ru/vacancy/74954498,Загородный комплекс Царство-Королевство,https://nn.hh.ru/employer/5503992,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74954498&hhtmFrom=vacancy_search_list,от 90 000 руб.
Санкт-Петербург,Су-шеф/старший повар,https://nn.hh.ru/vacancy/74928431,ИП Доброскок Антон Андреевич,https://nn.hh.ru/employer/4284765,,https://nn.hh.ru/applicant/vacancy_response?vacancyId=74928431&hhtmFrom=vacancy_search_list,от 70 000 руб.
